Goal,Team,Player,X,Y,Angle,Distance,F_Touch,Aerial,Open
0,Juventus,Carlos Alberto Tevez,100.0,49.0,0.3317286745536421,21.93171219946131,0,0,0
1,Barcelona,Neymar da Silva Santos Junior,109.0,49.0,0.44236954146101715,14.212670403551895,0,0,0
0,Atlético Madrid,Raúl García Escudero,85.0,20.0,0.17246971495954921,40.311288741492746,0,0,0
0,Atlético Madrid,Adrián López Álvarez,97.0,30.0,0.2918990730186597,25.079872407968903,1,0,0
0,Atlético Madrid,Jorge Resurrección Merodio,107.0,40.0,0.5975655973485441,13.0,0,0,0
0,Real Madrid,Gareth Frank Bale,108.0,35.0,0.5609096628853146,13.0,0,0,0
1,Atlético Madrid,Diego Roberto Godín Leal,109.0,41.0,0.6935256979954578,11.045361017187261,0,1,0
0,Atlético Madrid,Adrián López Álvarez,112.0,38.0,0.8892781311966639,8.246211251235321,0,1,0
0,Atlético Madrid,Raúl García Escudero,100.0,29.0,0.30713552366179314,22.825424421026653,1,0,0
0,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,107.0,43.0,0.5712630801919086,13.341664064126332,1,0,0
0,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,108.0,35.0,0.5609096628853146,13.0,0,1,0
0,Atlético Madrid,Adrián López Álvarez,110.0,51.0,0.3724632357804106,14.866068747318504,1,0,0
0,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,114.0,41.0,1.1593216522517071,6.08276253029822,0,1,0
0,Atlético Madrid,João Miranda de Souza Filho,118.0,44.0,1.327956428000129,4.47213595499958,0,1,0
0,Real Madrid,Francisco Román Alarcón Suárez,97.0,38.0,0.34225951373102365,23.08679276123039,0,0,0
0,Real Madrid,Gareth Frank Bale,99.0,33.0,0.3409557277440809,22.135943621178658,0,0,0
0,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,109.0,34.0,0.5585181525125564,12.529964086141668,1,0,0
0,Real Madrid,Gareth Frank Bale,109.0,24.0,0.23935707015272964,19.4164878389476,0,0,0
0,Real Madrid,Ángel Fabián Di María Hernández,104.0,57.0,0.2376478924179608,23.3452350598575,0,0,0
1,Real Madrid,Sergio Ramos García,108.0,39.0,0.6403734500762924,12.041594578792296,0,0,0
0,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,88.0,26.0,0.2097155137338391,34.92849839314596,0,0,0
0,Real Madrid,Raphaël Varane,109.0,37.0,0.6580147232205386,11.40175425099138,0,1,0
0,Real Madrid,Luka Modrić,92.0,35.0,0.27557403964656374,28.442925306655784,0,0,0
0,Atlético Madrid,Diego Roberto Godín Leal,114.0,43.0,1.0282588772119587,6.7082039324993685,0,1,0
0,Real Madrid,Ángel Fabián Di María Hernández,109.0,53.0,0.3110903974073181,17.029386365926403,0,0,0
1,Real Madrid,Gareth Frank Bale,117.0,36.0,1.2135382762982696,5.0,0,0,0
0,Atlético Madrid,Tiago Cardoso Mendes,113.0,54.0,0.2401003286238317,15.652475842498529,0,0,0
1,Real Madrid,Marcelo Vieira da Silva Júnior,102.0,46.0,0.39683448908548813,18.973665961010273,0,0,0
0,Atlético Madrid,Diego Roberto Godín Leal,56.0,39.0,0.12493307490844152,64.00781202322104,0,0,0
0,Borussia Dortmund,Robert Lewandowski,106.0,40.0,0.5571328622330618,14.0,0,0,0
0,Borussia Dortmund,Jakub Błaszczykowski,104.0,28.0,0.32207880886023377,20.0,0,0,0
0,Borussia Dortmund,Robert Lewandowski,88.0,47.0,0.2378573509760829,32.7566787083184,0,0,0
0,Borussia Dortmund,Jakub Błaszczykowski,112.0,31.0,0.4610439386005087,12.041594578792294,1,0,0
0,Borussia Dortmund,Marco Reus,100.0,55.0,0.25718080892372464,24.999999999999996,0,0,0
0,Borussia Dortmund,Sven Bender,106.0,52.0,0.3331628932801,18.439088914585774,0,0,0
0,Bayern Munich,Mario Mandžukić,114.0,37.0,1.0282588772119587,6.7082039324993685,0,1,0
0,Bayern Munich,Javier Martínez Aginaga,113.0,39.0,1.0260108144208688,7.0710678118654755,0,1,0
0,Bayern Munich,Arjen Robben,109.0,28.0,0.34007081020562413,16.278820596099706,0,0,0
